0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	

0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	

0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	

0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	

0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	

0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	

0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	

0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
4.39273e-009	0	0	
-4.29185e-009	0	0	
-1.00885e-010	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	9.17475e-010	0	
0	-1.83495e-009	0	
0	0	0	

0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
8.45687e-009	0	0	
3.3995e-008	3.03733e-010	0	
-3.57474e-008	-2.49012e-010	0	
-6.55429e-009	-5.47213e-011	0	
-1.50201e-010	0	0	
0	0	0	
0	0	0	
5.16556e-010	1.07855e-009	0	
-6.40432e-010	6.80349e-009	0	
-2.68803e-010	-1.68426e-008	0	
0	0	0	

0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
9.36234e-009	0	0	
8.12171e-008	6.18929e-010	0	
1.21659e-007	2.98272e-009	0	
-1.47187e-007	-2.47208e-009	0	
-5.89397e-008	-1.0492e-009	0	
-5.98138e-009	-8.03616e-011	0	
-1.30699e-010	0	0	
4.84554e-010	1.21382e-010	0	
1.21472e-008	1.09013e-008	0	
-2.12304e-008	2.38546e-008	0	
4.08096e-009	-8.08985e-008	0	
0	0	0	

