0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	
-3.17673e-008	-8.18042e-007	-1.61235e-006	-2.70351e-006	-4.57679e-006	-7.45736e-006	-1.19524e-005	-1.88038e-005	1.88038e-005	1.19524e-005	7.45736e-006	4.57679e-006	2.70351e-006	1.61235e-006	8.18042e-007	3.17673e-008	
-5.33125e-008	-1.12312e-006	-2.06928e-006	-3.51669e-006	-5.87371e-006	-9.4646e-006	-1.50484e-005	-2.34261e-005	2.34261e-005	1.50484e-005	9.4646e-006	5.87371e-006	3.51669e-006	2.06928e-006	1.12312e-006	5.33125e-008	
-8.37751e-008	-1.48205e-006	-2.6898e-006	-4.55707e-006	-7.47882e-006	-1.19696e-005	-1.88422e-005	-2.90422e-005	2.90422e-005	1.88422e-005	1.19696e-005	7.47882e-006	4.55707e-006	2.6898e-006	1.48205e-006	8.37751e-008	
-1.24731e-007	-1.91342e-006	-3.52378e-006	-5.86082e-006	-9.47583e-006	-1.50695e-005	-2.34671e-005	-3.58281e-005	3.58281e-005	2.34671e-005	1.50695e-005	9.47583e-006	5.86082e-006	3.52378e-006	1.91342e-006	1.24731e-007	
-1.77944e-007	-2.45199e-006	-4.60315e-006	-7.48378e-006	-1.19671e-005	-1.88698e-005	-2.9082e-005	-4.39796e-005	4.39796e-005	2.9082e-005	1.88698e-005	1.19671e-005	7.48378e-006	4.60315e-006	2.45199e-006	1.77944e-007	
-2.45788e-007	-3.14485e-006	-5.94915e-006	-9.50703e-006	-1.50626e-005	-2.34966e-005	-3.58671e-005	-5.37143e-005	5.37143e-005	3.58671e-005	2.34966e-005	1.50626e-005	9.50703e-006	5.94915e-006	3.14485e-006	2.45788e-007	
-3.31713e-007	-4.0443e-006	-7.59359e-006	-1.20293e-005	-1.88771e-005	-2.91067e-005	-4.40202e-005	-6.52739e-005	6.52739e-005	4.40202e-005	2.91067e-005	1.88771e-005	1.20293e-005	7.59359e-006	4.0443e-006	3.31713e-007	
-4.40586e-007	-5.20217e-006	-9.60056e-006	-1.5154e-005	-2.35363e-005	-3.58867e-005	-5.37569e-005	-7.89241e-005	7.89241e-005	5.37569e-005	3.58867e-005	2.35363e-005	1.5154e-005	9.60056e-006	5.20217e-006	4.40586e-007	
-5.78861e-007	-6.66984e-006	-1.20737e-005	-1.89853e-005	-2.91866e-005	-4.40454e-005	-6.53162e-005	-9.4953e-005	9.4953e-005	6.53162e-005	4.40454e-005	2.91866e-005	1.89853e-005	1.20737e-005	6.66984e-006	5.78861e-007	
-7.54605e-007	-8.50429e-006	-1.51453e-005	-2.36382e-005	-3.60002e-005	-5.38056e-005	-7.89651e-005	-0.000113668	0.000113668	7.89651e-005	5.38056e-005	3.60002e-005	2.36382e-005	1.51453e-005	8.50429e-006	7.54605e-007	
-9.77534e-007	-1.07767e-005	-1.89554e-005	-2.92576e-005	-4.41734e-005	-6.54026e-005	-9.49977e-005	-0.000135394	0.000135394	9.49977e-005	6.54026e-005	4.41734e-005	2.92576e-005	1.89554e-005	1.07767e-005	9.77534e-007	
-1.25919e-006	-1.35788e-005	-2.36391e-005	-3.60293e-005	-5.39236e-005	-7.90893e-005	-0.000113728	-0.000160471	0.000160471	0.000113728	7.90893e-005	5.39236e-005	3.60293e-005	2.36391e-005	1.35788e-005	1.25919e-006	
-1.61334e-006	-1.70239e-005	-2.93307e-005	-4.41758e-005	-6.54899e-005	-9.5142e-005	-0.000135482	-0.000189251	0.000189251	0.000135482	9.5142e-005	6.54899e-005	4.41758e-005	2.93307e-005	1.70239e-005	1.61334e-006	
-2.05641e-006	-2.12436e-005	-3.61824e-005	-5.3938e-005	-7.91389e-005	-0.000113864	-0.00016059	-0.00022209	0.00022209	0.00016059	0.000113864	7.91389e-005	5.3938e-005	3.61824e-005	2.12436e-005	2.05641e-006	
-2.60809e-006	-2.63851e-005	-4.43833e-005	-6.55599e-005	-9.51668e-005	-0.000135584	-0.000189388	-0.00025934	0.00025934	0.000189388	0.000135584	9.51668e-005	6.55599e-005	4.43833e-005	2.63851e-005	2.60809e-006	
-3.2917e-006	-3.26104e-005	-5.41655e-005	-7.92875e-005	-0.000113895	-0.000160647	-0.000222219	-0.000301335	0.000301335	0.000222219	0.000160647	0.000113895	7.92875e-005	5.41655e-005	3.26104e-005	3.2917e-006	
-4.13465e-006	-4.01004e-005	-6.57935e-005	-9.53842e-005	-0.000135656	-0.000189412	-0.000259432	-0.000348381	0.000348381	0.000259432	0.000189412	0.000135656	9.53842e-005	6.57935e-005	4.01004e-005	4.13465e-006	
-5.16874e-006	-4.90597e-005	-7.95474e-005	-0.000114149	-0.000160786	-0.000222239	-0.000301373	-0.000400748	0.000400748	0.000301373	0.000222239	0.000160786	0.000114149	7.95474e-005	4.90597e-005	5.16874e-006	
-6.43065e-006	-5.97194e-005	-9.57134e-005	-0.00013592	-0.000189616	-0.000259483	-0.00034837	-0.000458664	0.000458664	0.00034837	0.000259483	0.000189616	0.00013592	9.57134e-005	5.97194e-005	6.43065e-006	
-7.96244e-006	-7.23358e-005	-0.000114587	-0.00016106	-0.000222485	-0.000301477	-0.000400713	-0.00052231	0.00052231	0.000400713	0.000301477	0.000222485	0.00016106	0.000114587	7.23358e-005	7.96244e-006	
-9.81202e-006	-8.71863e-005	-0.000136485	-0.000189935	-0.000259742	-0.000348528	-0.000458642	-0.000591815	0.000591815	0.000458642	0.000348528	0.000259742	0.000189935	0.000136485	8.71863e-005	9.81202e-006	
-1.20336e-005	-0.000104566	-0.00016175	-0.000222895	-0.000301739	-0.000400906	-0.00052233	-0.000667236	0.000667236	0.00052233	0.000400906	0.000301739	0.000222895	0.00016175	0.000104566	1.20336e-005	
-1.46879e-005	-0.000124785	-0.000190748	-0.000260277	-0.000348812	-0.000458843	-0.000591883	-0.000748545	0.000748545	0.000591883	0.000458843	0.000348812	0.000260277	0.000190748	0.000124785	1.46879e-005	
-1.78424e-005	-0.00014817	-0.000223848	-0.000302405	-0.000401254	-0.000522527	-0.000667336	-0.000835609	0.000835609	0.000667336	0.000522527	0.000401254	0.000302405	0.000223848	0.00014817	1.78424e-005	
-2.15712e-005	-0.000175059	-0.00026141	-0.000349602	-0.000459297	-0.00059209	-0.00074865	-0.000928177	0.000928177	0.00074865	0.00059209	0.000459297	0.000349602	0.00026141	0.000175059	2.15712e-005	
-2.59552e-005	-0.000205797	-0.000303771	-0.00040217	-0.000523109	-0.000667589	-0.000835701	-0.00102587	0.00102587	0.000835701	0.000667589	0.000523109	0.00040217	0.000303771	0.000205797	2.59552e-005	
-3.10816e-005	-0.000240733	-0.000351243	-0.000460368	-0.000592801	-0.000748991	-0.000928262	-0.0011282	0.0011282	0.000928262	0.000748991	0.000592801	0.000460368	0.000351243	0.000240733	3.10816e-005	
-3.70435e-005	-0.000280201	-0.000404113	-0.000524388	-0.000668427	-0.000836158	-0.00102598	-0.00123453	0.00123453	0.00102598	0.000836158	0.000668427	0.000524388	0.000404113	0.000280201	3.70435e-005	
-4.39393e-005	-0.000324517	-0.000462631	-0.000594343	-0.00074997	-0.000928843	-0.00112838	-0.00134416	0.00134416	0.00112838	0.000928843	0.00074997	0.000594343	0.000462631	0.000324517	4.39393e-005	
-5.18713e-005	-0.000373969	-0.000526999	-0.000670272	-0.000837319	-0.00102669	-0.00123484	-0.00145625	0.00145625	0.00123484	0.00102669	0.000837319	0.000670272	0.000526999	0.000373969	5.18713e-005	
-6.09447e-005	-0.000428802	-0.000597344	-0.000752139	-0.000930244	-0.00112923	-0.0013446	-0.00156986	0.00156986	0.0013446	0.00112923	0.000930244	0.000752139	0.000597344	0.000428802	6.09447e-005	
-7.12656e-005	-0.000489215	-0.000673716	-0.000839828	-0.00102838	-0.00123586	-0.00145684	-0.00168394	0.00168394	0.00145684	0.00123586	0.00102838	0.000839828	0.000673716	0.000489215	7.12656e-005	
-8.2939e-005	-0.000555342	-0.000756075	-0.000933123	-0.00113125	-0.00134586	-0.0015706	-0.00179736	0.00179736	0.0015706	0.00134586	0.00113125	0.000933123	0.000756075	0.000555342	8.2939e-005	
-9.60666e-005	-0.000627245	-0.000844289	-0.00103168	-0.00123823	-0.0014584	-0.00168487	-0.00190891	0.00190891	0.00168487	0.0014584	0.00123823	0.00103168	0.000844289	0.000627245	9.60666e-005	
-0.000110744	-0.000704902	-0.000938128	-0.00113503	-0.00134862	-0.00157251	-0.00179853	-0.00201733	0.00201733	0.00179853	0.00157251	0.00134862	0.00113503	0.000938128	0.000704902	0.000110744	
-0.000127058	-0.000788199	-0.00103724	-0.00124254	-0.00146157	-0.00168715	-0.00191039	-0.00212135	0.00212135	0.00191039	0.00168715	0.00146157	0.00124254	0.00103724	0.000788199	0.000127058	
-0.000145083	-0.000876924	-0.00114115	-0.00135348	-0.00157616	-0.00180121	-0.00201918	-0.0022197	0.0022197	0.00201918	0.00180121	0.00157616	0.00135348	0.00114115	0.000876924	0.000145083	
-0.000164879	-0.000970753	-0.00124924	-0.00146701	-0.00169135	-0.0019135	-0.00212361	-0.00231115	0.00231115	0.00212361	0.0019135	0.00169135	0.00146701	0.00124924	0.000970753	0.000164879	
-0.000186488	-0.00106925	-0.00136075	-0.00158218	-0.00180598	-0.00202279	-0.00222241	-0.00239452	0.00239452	0.00222241	0.00202279	0.00180598	0.00158218	0.00136075	0.00106925	0.000186488	
-0.000209929	-0.00117184	-0.00147481	-0.00169794	-0.00191887	-0.00212778	-0.00231433	-0.0024687	0.0024687	0.00231433	0.00212778	0.00191887	0.00169794	0.00147481	0.00117184	0.000209929	
-0.000235197	-0.00127784	-0.00159045	-0.00181315	-0.00202876	-0.00222719	-0.00239822	-0.00253267	0.00253267	0.00239822	0.00222719	0.00202876	0.00181315	0.00159045	0.00127784	0.000235197	
-0.000262261	-0.00138643	-0.00170662	-0.00192659	-0.00213435	-0.00231975	-0.00247297	-0.00258556	0.00258556	0.00247297	0.00231975	0.00213435	0.00192659	0.00170662	0.00138643	0.000262261	
-0.000291056	-0.00149668	-0.00182216	-0.00203698	-0.00223436	-0.00240428	-0.00253757	-0.00262663	0.00262663	0.00253757	0.00240428	0.00223436	0.00203698	0.00182216	0.00149668	0.000291056	
-0.000321486	-0.00160756	-0.00193586	-0.00214301	-0.00232751	-0.00247966	-0.00259113	-0.00265535	0.00265535	0.00259113	0.00247966	0.00232751	0.00214301	0.00193586	0.00160756	0.000321486	
-0.000353419	-0.00171797	-0.00204642	-0.00224339	-0.00241258	-0.00254488	-0.00263288	-0.00267133	0.00267133	0.00263288	0.00254488	0.00241258	0.00224339	0.00204642	0.00171797	0.000353419	
-0.00038669	-0.00182673	-0.00215251	-0.00233683	-0.00248844	-0.00259903	-0.00266226	-0.0026744	0.0026744	0.00266226	0.00259903	0.00248844	0.00233683	0.00215251	0.00182673	0.00038669	
-0.000421095	-0.00193261	-0.00225279	-0.0024221	-0.00255405	-0.00264135	-0.00267888	-0.00266456	0.00266456	0.00267888	0.00264135	0.00255405	0.0024221	0.00225279	0.00193261	0.000421095	
-0.000456397	-0.00203435	-0.00234594	-0.00249804	-0.00260851	-0.00267124	-0.00268255	-0.00264197	0.00264197	0.00268255	0.00267124	0.00260851	0.00249804	0.00234594	0.00203435	0.000456397	
-0.000492326	-0.00213069	-0.00243072	-0.00256358	-0.00265105	-0.00268829	-0.00267326	-0.00260703	0.00260703	0.00267326	0.00268829	0.00265105	0.00256358	0.00243072	0.00213069	0.000492326	
-0.00052858	-0.00222037	-0.00250599	-0.00261778	-0.00268104	-0.00269227	-0.00265118	-0.00256027	0.00256027	0.00265118	0.00269227	0.00268104	0.00261778	0.00250599	0.00222037	0.00052858	
-0.000564833	-0.00230218	-0.0025707	-0.00265986	-0.00269803	-0.00268319	-0.00261666	-0.00250243	0.00250243	0.00261666	0.00268319	0.00269803	0.00265986	0.0025707	0.00230218	0.000564833	
-0.000600732	-0.00237501	-0.00262392	-0.00268921	-0.00270179	-0.0026612	-0.00257023	-0.00243436	0.00243436	0.00257023	0.0026612	0.00270179	0.00268921	0.00262392	0.00237501	0.000600732	
-0.000635909	-0.00243782	-0.00266489	-0.00270539	-0.00269226	-0.00262662	-0.00251258	-0.00235703	0.00235703	0.00251258	0.00262662	0.00269226	0.00270539	0.00266489	0.00243782	0.000635909	
-0.000669984	-0.00248974	-0.00269298	-0.00270818	-0.00266962	-0.00257996	-0.00244456	-0.00227153	0.00227153	0.00244456	0.00257996	0.00266962	0.00270818	0.00269298	0.00248974	0.000669984	
-0.000702572	-0.00253002	-0.00270777	-0.00269754	-0.00263421	-0.00252187	-0.00236715	-0.00217901	0.00217901	0.00236715	0.00252187	0.00263421	0.00269754	0.00270777	0.00253002	0.000702572	
-0.000733291	-0.00255808	-0.00270904	-0.00267364	-0.00258656	-0.0024532	-0.00228139	-0.00208064	0.00208064	0.00228139	0.0024532	0.00258656	0.00267364	0.00270904	0.00255808	0.000733291	
-0.000761769	-0.00257352	-0.0026968	-0.00263683	-0.00252735	-0.00237492	-0.0021884	-0.00197765	0.00197765	0.0021884	0.00237492	0.00252735	0.00263683	0.0026968	0.00257352	0.000761769	
-0.000787652	-0.00257613	-0.00267126	-0.00258766	-0.00245741	-0.00228813	-0.00208936	-0.00187124	0.00187124	0.00208936	0.00228813	0.00245741	0.00258766	0.00267126	0.00257613	0.000787652	
-0.000810611	-0.00256588	-0.00263282	-0.00252683	-0.00237772	-0.00219397	-0.00198549	-0.00176256	0.00176256	0.00198549	0.00219397	0.00237772	0.00252683	0.00263282	0.00256588	0.000810611	
-0.000830348	-0.00254297	-0.00258206	-0.00245523	-0.00228938	-0.00209364	-0.00187801	-0.00165275	0.00165275	0.00187801	0.00209364	0.00228938	0.00245523	0.00258206	0.00254297	0.000830348	
-0.000846604	-0.00250778	-0.00251975	-0.00237389	-0.00219358	-0.00198833	-0.00176813	-0.00154284	0.00154284	0.00176813	0.00198833	0.00219358	0.00237389	0.00251975	0.00250778	0.000846604	
-0.000859166	-0.00246086	-0.00244678	-0.00228394	-0.00209154	-0.00187929	-0.00165698	-0.00143383	0.00143383	0.00165698	0.00187929	0.00209154	0.00228394	0.00244678	0.00246086	0.000859166	
-0.000867868	-0.00240293	-0.0023642	-0.00218661	-0.00198455	-0.00176774	-0.00154562	-0.00132659	0.00132659	0.00154562	0.00176774	0.00198455	0.00218661	0.0023642	0.00240293	0.000867868	
-0.000872598	-0.00233487	-0.00227318	-0.00208316	-0.00187387	-0.00165486	-0.00143503	-0.00122194	0.00122194	0.00143503	0.00165486	0.00187387	0.00208316	0.00227318	0.00233487	0.000872598	
-0.0008733	-0.00225766	-0.00217498	-0.00197491	-0.00176077	-0.00154177	-0.00132613	-0.00112054	0.00112054	0.00132613	0.00154177	0.00176077	0.00197491	0.00217498	0.00225766	0.0008733	
-0.000869973	-0.00217241	-0.00207091	-0.00186314	-0.00164645	-0.00142953	-0.00121974	-0.00102296	0.00102296	0.00121974	0.00142953	0.00164645	0.00186314	0.00207091	0.00217241	0.000869973	
-0.000862673	-0.00208028	-0.00196228	-0.00174914	-0.00153207	-0.00131906	-0.0011166	-0.000929641	0.000929641	0.0011166	0.00131906	0.00153207	0.00174914	0.00196228	0.00208028	0.000862673	
-0.00085151	-0.00198252	-0.00185041	-0.00163416	-0.00141871	-0.00121123	-0.00101733	-0.000840938	0.000840938	0.00101733	0.00121123	0.00141871	0.00163416	0.00185041	0.00198252	0.00085151	
-0.000836648	-0.00188036	-0.00173656	-0.00151938	-0.00130734	-0.00110679	-0.000922436	-0.000757113	0.000757113	0.000922436	0.00110679	0.00130734	0.00151938	0.00173656	0.00188036	0.000836648	
-0.000818298	-0.00177504	-0.00162197	-0.00140588	-0.00119884	-0.00100639	-0.000832295	-0.000678352	0.000678352	0.000832295	0.00100639	0.00119884	0.00140588	0.00162197	0.00177504	0.000818298	
-0.000796713	-0.00166779	-0.00150778	-0.00129465	-0.00109398	-0.000910581	-0.000747189	-0.000604763	0.000604763	0.000747189	0.000910581	0.00109398	0.00129465	0.00150778	0.00166779	0.000796713	
-0.000772186	-0.00155975	-0.00139507	-0.00118652	-0.000993443	-0.000819766	-0.000667319	-0.000536378	0.000536378	0.000667319	0.000819766	0.000993443	0.00118652	0.00139507	0.00155975	0.000772186	
-0.000745037	-0.001452	-0.0012848	-0.00108226	-0.000897748	-0.000734254	-0.000592821	-0.00047316	0.00047316	0.000592821	0.000734254	0.000897748	0.00108226	0.0012848	0.001452	0.000745037	
-0.000715613	-0.00134554	-0.0011778	-0.000982501	-0.000807303	-0.000654251	-0.000523761	-0.000415019	0.000415019	0.000523761	0.000654251	0.000807303	0.000982501	0.0011778	0.00134554	0.000715613	
-0.000684276	-0.00124125	-0.0010748	-0.000887763	-0.000722389	-0.000579884	-0.000460133	-0.000361821	0.000361821	0.000460133	0.000579884	0.000722389	0.000887763	0.0010748	0.00124125	0.000684276	
-0.000651395	-0.00113993	-0.000976364	-0.000798434	-0.000643188	-0.0005112	-0.00040186	-0.000313407	0.000313407	0.00040186	0.0005112	0.000643188	0.000798434	0.000976364	0.00113993	0.000651395	
-0.000617342	-0.00104223	-0.000882969	-0.000714772	-0.000569796	-0.000448173	-0.000348804	-0.000269597	0.000269597	0.000348804	0.000448173	0.000569796	0.000714772	0.000882969	0.00104223	0.000617342	
-0.000582483	-0.000948724	-0.000794958	-0.000636909	-0.000502237	-0.000390704	-0.000300784	-0.000230192	0.000230192	0.000300784	0.000390704	0.000502237	0.000636909	0.000794958	0.000948724	0.000582483	
-0.000547173	-0.000859836	-0.000712559	-0.000564885	-0.000440457	-0.000338634	-0.000257591	-0.000194979	0.000194979	0.000257591	0.000338634	0.000440457	0.000564885	0.000712559	0.000859836	0.000547173	
-0.000511749	-0.000775897	-0.000635885	-0.000498668	-0.000384324	-0.000291754	-0.000219002	-0.000163726	0.000163726	0.000219002	0.000291754	0.000384324	0.000498668	0.000635885	0.000775897	0.000511749	
-0.000476526	-0.000697127	-0.000564952	-0.000438163	-0.000333629	-0.000249824	-0.000184778	-0.000136191	0.000136191	0.000184778	0.000249824	0.000333629	0.000438163	0.000564952	0.000697127	0.000476526	
-0.000441794	-0.000623646	-0.000499698	-0.000383218	-0.000288111	-0.000212579	-0.000154665	-0.000112127	0.000112127	0.000154665	0.000212579	0.000288111	0.000383218	0.000499698	0.000623646	0.000441794	
-0.000407812	-0.000555487	-0.000440004	-0.000333611	-0.000247483	-0.000179735	-0.000128392	-9.12877e-005	9.12877e-005	0.000128392	0.000179735	0.000247483	0.000333611	0.000440004	0.000555487	0.000407812	
-0.000374809	-0.000492605	-0.000385703	-0.000289065	-0.000211446	-0.000150989	-0.000105676	-7.34339e-005	7.34339e-005	0.000105676	0.000150989	0.000211446	0.000289065	0.000385703	0.000492605	0.000374809	
-0.00034298	-0.000434892	-0.00033658	-0.00024927	-0.000179695	-0.000126024	-8.62244e-005	-5.83291e-005	5.83291e-005	8.62244e-005	0.000126024	0.000179695	0.00024927	0.00033658	0.000434892	0.00034298	
-0.000312489	-0.000382196	-0.000292371	-0.000213905	-0.000151917	-0.000104525	-6.97464e-005	-4.57387e-005	4.57387e-005	6.97464e-005	0.000104525	0.000151917	0.000213905	0.000292371	0.000382196	0.000312489	
-0.000283466	-0.000334326	-0.000252773	-0.000182655	-0.000127784	-8.61756e-005	-5.59586e-005	-3.54272e-005	3.54272e-005	5.59586e-005	8.61756e-005	0.000127784	0.000182655	0.000252773	0.000334326	0.000283466	
-0.000256009	-0.000291058	-0.000217465	-0.000155214	-0.000106964	-7.06717e-005	-4.459e-005	-2.71577e-005	2.71577e-005	4.459e-005	7.06717e-005	0.000106964	0.000155214	0.000217465	0.000291058	0.000256009	
-0.000230189	-0.000252143	-0.000186129	-0.00013127	-8.9131e-005	-5.77183e-005	-3.53818e-005	-2.06942e-005	2.06942e-005	3.53818e-005	5.77183e-005	8.9131e-005	0.00013127	0.000186129	0.000252143	0.000230189	
-0.000206046	-0.000217314	-0.000158466	-0.000110503	-7.39766e-005	-4.70318e-005	-2.80841e-005	-1.58073e-005	1.58073e-005	2.80841e-005	4.70318e-005	7.39766e-005	0.000110503	0.000158466	0.000217314	0.000206046	
-0.000183599	-0.000186293	-0.000134196	-9.25926e-005	-6.12154e-005	-3.83428e-005	-2.24526e-005	-1.22786e-005	1.22786e-005	2.24526e-005	3.83428e-005	6.12154e-005	9.25926e-005	0.000134196	0.000186293	0.000183599	
-0.000162842	-0.000158802	-0.000113041	-7.72365e-005	-5.05784e-005	-3.13978e-005	-1.82488e-005	-9.9039e-006	9.9039e-006	1.82488e-005	3.13978e-005	5.05784e-005	7.72365e-005	0.000113041	0.000158802	0.000162842	
-0.000143751	-0.000134572	-9.47202e-005	-6.4165e-005	-4.18091e-005	-2.59593e-005	-1.5245e-005	-8.49314e-006	8.49314e-006	1.5245e-005	2.59593e-005	4.18091e-005	6.4165e-005	9.47202e-005	0.000134572	0.000143751	
-0.000126284	-0.000113344	-7.89501e-005	-5.31414e-005	-3.46648e-005	-2.18035e-005	-1.32309e-005	-7.86886e-006	7.86886e-006	1.32309e-005	2.18035e-005	3.46648e-005	5.31414e-005	7.89501e-005	0.000113344	0.000126284	
-0.000110388	-9.48693e-005	-6.54594e-005	-4.39492e-005	-2.89231e-005	-1.87189e-005	-1.20187e-005	-7.86486e-006	7.86486e-006	1.20187e-005	1.87189e-005	2.89231e-005	4.39492e-005	6.54594e-005	9.48693e-005	0.000110388	
-9.59979e-005	-7.89038e-005	-5.40038e-005	-3.63765e-005	-2.43858e-005	-1.65095e-005	-1.14425e-005	-8.32705e-006	8.32705e-006	1.14425e-005	1.65095e-005	2.43858e-005	3.63765e-005	5.40038e-005	7.89038e-005	9.59979e-005	
-8.30393e-005	-6.52116e-005	-4.4372e-005	-3.02117e-005	-2.08761e-005	-1.50018e-005	-1.13538e-005	-9.11584e-006	9.11584e-006	1.13538e-005	1.50018e-005	2.08761e-005	3.02117e-005	4.4372e-005	6.52116e-005	8.30393e-005	
-7.14333e-005	-5.35663e-005	-3.6376e-005	-2.5252e-005	-1.8231e-005	-1.40501e-005	-1.16173e-005	-1.01086e-005	1.01086e-005	1.16173e-005	1.40501e-005	1.8231e-005	2.5252e-005	3.6376e-005	5.35663e-005	7.14333e-005	
-6.10965e-005	-4.3755e-005	-2.98368e-005	-2.13171e-005	-1.62952e-005	-1.35351e-005	-1.21116e-005	-1.12007e-005	1.12007e-005	1.21116e-005	1.35351e-005	1.62952e-005	2.13171e-005	2.98368e-005	4.3755e-005	6.10965e-005	
-5.19429e-005	-3.55807e-005	-2.45735e-005	-1.82559e-005	-1.49244e-005	-1.33539e-005	-1.2734e-005	-1.23044e-005	1.23044e-005	1.2734e-005	1.33539e-005	1.49244e-005	1.82559e-005	2.45735e-005	3.55807e-005	5.19429e-005	
-4.3886e-005	-2.88612e-005	-2.04048e-005	-1.59405e-005	-1.39934e-005	-1.34101e-005	-1.34039e-005	-1.33485e-005	1.33485e-005	1.34039e-005	1.34101e-005	1.39934e-005	1.59405e-005	2.04048e-005	2.88612e-005	4.3886e-005	
-3.68396e-005	-2.34251e-005	-1.71597e-005	-1.42539e-005	-1.3403e-005	-1.36105e-005	-1.40615e-005	-1.42778e-005	1.42778e-005	1.40615e-005	1.36105e-005	1.3403e-005	1.42539e-005	1.71597e-005	2.34251e-005	3.68396e-005	
-3.07189e-005	-1.91086e-005	-1.46891e-005	-1.30805e-005	-1.3077e-005	-1.38717e-005	-1.46605e-005	-1.50548e-005	1.50548e-005	1.46605e-005	1.38717e-005	1.3077e-005	1.30805e-005	1.46891e-005	1.91086e-005	3.07189e-005	
-2.54417e-005	-1.57544e-005	-1.2868e-005	-1.23081e-005	-1.29504e-005	-1.41314e-005	-1.5161e-005	-1.56584e-005	1.56584e-005	1.5161e-005	1.41314e-005	1.29504e-005	1.23081e-005	1.2868e-005	1.57544e-005	2.54417e-005	
